ID_Cliente;Segmento;Regiao;Pais;ID_Produto;Categoria;Quantidade_Produtos;Valor_Venda
CM-11935;Consumidor;Shanghai;China;OFF-AP-10003240;Suprimentos;3;1682,91
JB-16000;Consumidor;León;Nicaragua;TEC-PH-10004196;Tecnologia;3;1278
RB-9465;Home Office;Yaroslavl';Russia;TEC-MOT-10003348;Tecnologia;4;2570,76
RB-19795;Home Office;São Paulo;Brazil;FUR-TA-10000136;Moveis;5;2332,96
PO-19195;Home Office;Queensland;Australia;FUR-BO-10002866;Moveis;6;1582,2
DL-13495;Corporativo;Pennsylvania;United States;OFF-ST-10004459;Suprimentos;6;1801,632
TS-21205;Corporativo;Australian Capital Territory;Australia;FUR-TA-10001276;Moveis;6;1512
TC-21295;Consumidor;Florida;United States;TEC-MA-10002178;Tecnologia;2;695,7
MV-8190;Consumidor;Eastern Cape;South Africa;TEC-APP-10002966;Tecnologia;4;2550
NF-18385;Consumidor;Ohio;United States;TEC-AC-10002049;Tecnologia;6;2025,36
BD-11560;Home Office;England;United Kingdom;FUR-CH-10000685;Moveis;5;2285,7
PS-18760;Consumidor;Jawa Barat;Indonesia;FUR-BO-10001541;Moveis;9;1029,2589
FM-14215;Corporativo;Guatemala;Guatemala;TEC-CO-10003931;Tecnologia;5;1058,2792
CA-12775;Consumidor;Chhattisgarh;India;TEC-PH-10000169;Tecnologia;9;5751,54
CD-12790;Home Office;Lower Saxony;Germany;FUR-BO-10001553;Moveis;7;2442,069
NL-18310;Home Office;Canterbury;New Zealand;OFF-ST-10004748;Suprimentos;6;1190,52
TB-21055;Consumidor;Ile-de-France;France;OFF-AP-10000540;Suprimentos;7;3150,819
NF-18475;Home Office;North Rhine-Westphalia;Germany;TEC-CO-10004567;Tecnologia;5;1599,9
KD-16495;Corporativo;Chongqing;China;FUR-BO-10001749;Moveis;5;2063,4
EH-4125;Home Office;Bekes;Hungary;OFF-ROG-10003898;Suprimentos;6;1269,9
KB-16600;Corporativo;Uttar Pradesh;India;FUR-BO-10001934;Moveis;9;3274,02
CS-12460;Consumidor;Managua;Nicaragua;TEC-PH-10002815;Tecnologia;2;848,32
KW-16435;Consumidor;Kentucky;United States;TEC-MA-10000864;Tecnologia;7;3080
MG-17695;Consumidor;Piedmont;Italy;TEC-CO-10002663;Tecnologia;8;2847,36
VF-21715;Home Office;National Capital;Philippines;FUR-CH-10000602;Moveis;5;1725,75
AM-10705;Consumidor;Sumatera Utara;Indonesia;TEC-CO-10001419;Tecnologia;6;1479,3138
HM-14860;Corporativo;Missouri;United States;TEC-CO-10003763;Tecnologia;7;4899,93
BP-11290;Consumidor;Singapore;Singapore;TEC-CO-10000679;Tecnologia;9;1282,23
HZ-4950;Consumidor;Benguela;Angola;FUR-IKE-10001539;Moveis;6;2478,6
TC-20980;Corporativo;Indiana;United States;TEC-CO-10004722;Tecnologia;5;17499,95
EM-13825;Corporativo;Hyogo;Japan;TEC-CO-10002376;Tecnologia;3;959,76
RH-19495;Consumidor;New York;United States;FUR-TA-10002903;Moveis;7;1090,782
BS-11800;Home Office;Sulawesi Tenggara;Indonesia;OFF-AP-10000136;Suprimentos;10;4135,641
DV-13465;Consumidor;San Salvador;El Salvador;FUR-BO-10000567;Moveis;8;2325,28
MB-17305;Consumidor;New South Wales;Australia;FUR-BO-10001471;Moveis;14;5486,67
PC-19000;Home Office;Catalonia;Spain;OFF-ST-10001758;Suprimentos;8;1523,664
CA-12310;Corporativo;Provence-Alpes-Côte d'Azur;France;TEC-PH-10004505;Tecnologia;3;1625,2425
KC-16255;Corporativo;Alabama;United States;TEC-AC-10003870;Tecnologia;4;1319,96
MB-18085;Consumidor;Auvergne;France;OFF-ST-10004191;Suprimentos;4;734,94
RB-19795;Home Office;Pennsylvania;United States;FUR-TA-10004154;Moveis;12;2065,32
DB-3660;Consumidor;Buzau;Romania;FUR-OFF-10001224;Moveis;8;1391,52
SC-20260;Corporativo;California;United States;FUR-BO-10002545;Moveis;7;1552,831
BG-11740;Consumidor;Paraíba;Brazil;OFF-AP-10004913;Suprimentos;7;2461,06
BD-11500;Consumidor;Georgia;United States;TEC-PH-10001459;Tecnologia;7;2939,93
BM-11140;Consumidor;Texas;United States;TEC-MA-10000822;Tecnologia;8;8159,952
KB-16315;Consumidor;Kuala Lumpur;Malaysia;TEC-MA-10002392;Tecnologia;7;1226,19
PK-19075;Consumidor;Western Australia;Australia;FUR-TA-10003222;Moveis;5;1809,255
CS-12175;Corporativo;Northern Territory;Australia;TEC-AC-10000639;Tecnologia;8;1863
JM-15865;Consumidor;New York;United States;TEC-PH-10002885;Tecnologia;7;4548,81
AF-10885;Consumidor;Lower Normandy;France;OFF-ST-10002900;Suprimentos;7;1244,187
SJ-20500;Consumidor;Nord-Pas-de-Calais;France;FUR-TA-10003354;Moveis;4;2364,102
DM-12955;Corporativo;Brittany;France;TEC-CO-10003800;Tecnologia;6;1946,313
WB-21850;Consumidor;California;United States;OFF-BI-10003091;Suprimentos;5;895,92
CC-12610;Corporativo;North Rhine-Westphalia;Germany;OFF-AP-10001527;Suprimentos;9;2283,714
BW-1065;Consumidor;Katanga;Democratic Republic of the Congo;TEC-SAM-10004940;Tecnologia;4;2549,76
BE-11455;Home Office;New South Wales;Australia;TEC-CO-10003777;Tecnologia;14;3299,562
TG-21640;Consumidor;East Flanders;Belgium;OFF-AP-10001169;Suprimentos;9;2489,4
MS-17365;Consumidor;California;United States;FUR-BO-10002213;Moveis;8;3406,664
NP-18685;Home Office;Indiana;United States;TEC-CO-10002095;Tecnologia;2;999,98
VM-21685;Home Office;Provence-Alpes-Côte d'Azur;France;FUR-BO-10000120;Moveis;9;1189,242
RM-19675;Home Office;California;United States;TEC-CO-10001449;Tecnologia;6;2879,952
SC-20695;Corporativo;San Salvador;El Salvador;FUR-CH-10002033;Moveis;4;1269,6
SN-20560;Home Office;Punjab;Pakistan;TEC-PH-10002991;Tecnologia;11;3499,155
CD-12280;Consumidor;New South Wales;Australia;FUR-TA-10000989;Moveis;5;2993,025
CC-12100;Home Office;Rhône-Alpes;France;TEC-CO-10004567;Tecnologia;3;815,949
BG-11035;Consumidor;Uusimaa;Finland;TEC-MA-10004609;Tecnologia;4;1245
CC-12550;Consumidor;South Australia;Australia;TEC-CO-10003448;Tecnologia;8;1027,728
AB-10105;Consumidor;South Australia;Australia;TEC-CO-10003496;Tecnologia;5;1703,025
SV-20785;Consumidor;Sumatera Utara;Indonesia;OFF-ST-10003150;Suprimentos;11;1803,0837
HW-14935;Corporativo;Ile-de-France;France;FUR-BO-10004947;Moveis;5;676,485
AS-10285;Corporativo;Uttar Pradesh;India;FUR-CH-10004694;Moveis;7;969,36
LD-16855;Corporativo;Provence-Alpes-Côte d'Azur;France;FUR-BO-10000490;Moveis;5;1637,01
NS-18505;Consumidor;Bolívar;Colombia;TEC-CO-10001818;Tecnologia;7;1655,96144
CM-12715;Corporativo;Quintana Roo;Mexico;FUR-CH-10004669;Moveis;4;976,96
VG-21805;Corporativo;Heilongjiang;China;FUR-BO-10001196;Moveis;2;731,34
JD-6060;Consumidor;Ashanti;Ghana;OFF-KIT-10001380;Suprimentos;4;1239
MG-17680;Home Office;Ho Chí Minh City;Vietnam;FUR-CH-10003616;Moveis;5;1680,606
CD-12280;Consumidor;Delhi;India;FUR-BO-10000288;Moveis;5;2190,75
DB-13210;Consumidor;England;United Kingdom;TEC-MA-10000753;Tecnologia;4;935,172
CS-11860;Consumidor;Vienna;Austria;OFF-ST-10000624;Suprimentos;8;1026,96
AF-10885;Consumidor;Tamil Nadu;India;TEC-PH-10001457;Tecnologia;4;2550
GG-14650;Corporativo;Pays de la Loire;France;TEC-CO-10000556;Tecnologia;4;1224,714
BN-11470;Corporativo;Bangkok;Thailand;TEC-PH-10002601;Tecnologia;5;2667,537
EM-14065;Consumidor;Bremen;Germany;TEC-PH-10002759;Tecnologia;4;2605,92
BS-1665;Consumidor;Lorestan;Iran;OFF-ROG-10001735;Suprimentos;14;2962,68
AC-10450;Consumidor;Tamil Nadu;India;FUR-TA-10002256;Moveis;5;2664
CK-12205;Consumidor;Apulia;Italy;TEC-CO-10001413;Tecnologia;4;1513,56
JD-16150;Corporativo;England;United Kingdom;FUR-BO-10003103;Moveis;3;1233,63
CC-2550;Consumidor;Kharkiv;Ukraine;FUR-LES-10002026;Moveis;1;855,15
MS-17830;Consumidor;England;United Kingdom;TEC-MA-10001777;Tecnologia;4;956,34
SM-20950;Corporativo;Pennsylvania;United States;OFF-ST-10004459;Suprimentos;6;1801,632
GT-14710;Consumidor;Catalonia;Spain;FUR-CH-10004462;Moveis;5;1838,52
CL-12700;Home Office;West Bengal;India;TEC-PH-10000499;Tecnologia;7;4498,83
MM-17920;Consumidor;Pays de la Loire;France;TEC-PH-10002759;Tecnologia;8;1824,144
CM-12160;Consumidor;Managua;Nicaragua;FUR-BO-10002580;Moveis;8;2344
DB-13060;Consumidor;Sichuan;China;TEC-PH-10004618;Tecnologia;14;2043,72
JW-5220;Corporativo;Cidade De Maputo;Mozambique;OFF-ROG-10001101;Suprimentos;14;856,8
BN-11470;Corporativo;Nuevo León;Mexico;OFF-AP-10002252;Suprimentos;7;2509,36
JC-15775;Consumidor;Queensland;Australia;FUR-CH-10000660;Moveis;2;819,936
HL-15040;Consumidor;Managua;Nicaragua;FUR-TA-10001285;Moveis;6;2797,248
LH-16900;Consumidor;Goiás;Brazil;OFF-ST-10003741;Suprimentos;11;1455,08
DV-13045;Corporativo;Sulawesi Utara;Indonesia;FUR-BO-10003046;Moveis;6;2189,0898
BT-11530;Home Office;Bihar;India;FUR-TA-10001116;Moveis;6;5451,3
BM-1650;Corporativo;Kermanshah;Iran;TEC-MOT-10002272;Tecnologia;2;1291,08
MG-18205;Corporativo;Maharashtra;India;TEC-CO-10004997;Tecnologia;4;1526,52
RB-19705;Home Office;New York;United States;TEC-PH-10004586;Tecnologia;3;1079,85
FC-14245;Home Office;Santander;Colombia;FUR-CH-10002780;Moveis;6;1869,72
TT-21220;Consumidor;Guatemala;Guatemala;FUR-BO-10004558;Moveis;7;1815,24
CY-12745;Corporativo;Karnataka;India;TEC-CO-10002376;Tecnologia;3;959,76
SJ-20215;Consumidor;Distrito Federal;Mexico;TEC-PH-10003457;Tecnologia;7;3045,84
PB-18805;Home Office;Managua;Nicaragua;TEC-PH-10000106;Tecnologia;5;2125
BP-1230;Consumidor;Centre;Cameroon;TEC-MEM-10002005;Tecnologia;4;976,08
RW-19690;Consumidor;Fujian;China;TEC-CO-10003342;Tecnologia;4;1266,36
RW-19540;Corporativo;Michigan;United States;FUR-CH-10004086;Moveis;5;1458,65
DB-3360;Home Office;Copperbelt;Zambia;FUR-BEV-10004919;Moveis;4;2134,44
DK-13150;Corporativo;Berlin;Germany;TEC-CO-10003342;Tecnologia;14;4748,436
RW-9540;Corporativo;Western Cape;South Africa;TEC-OKI-10001385;Tecnologia;6;1867,5
PS-19045;Home Office;Guangdong;China;FUR-CH-10003009;Moveis;6;1001,7
MP-17470;Home Office;New York;United States;FUR-BO-10002613;Moveis;4;899,136
TB-21625;Consumidor;New York;United States;OFF-BI-10004519;Suprimentos;5;663,92
MO-17800;Home Office;Shizuoka;Japan;OFF-AP-10001931;Suprimentos;8;4306,32
NF-18475;Home Office;Zhejiang;China;OFF-AP-10001305;Suprimentos;3;899,55
MR-17545;Home Office;Rajasthan;India;TEC-CO-10002150;Tecnologia;4;763,92
CB-12415;Consumidor;Thuringia;Germany;TEC-PH-10004823;Tecnologia;4;2544,24
LC-17050;Consumidor;Auckland;New Zealand;FUR-CH-10000051;Moveis;4;1136,664
RA-19885;Corporativo;Beijing;China;FUR-CH-10000602;Moveis;5;2301
MG-8145;Consumidor;Katanga;Democratic Republic of the Congo;TEC-CIS-10002259;Tecnologia;6;3908,88
JE-16165;Corporativo;Wisconsin;United States;FUR-CH-10000454;Moveis;8;1951,84
JK-16090;Consumidor;Nebraska;United States;TEC-PH-10001795;Tecnologia;4;2479,96
EM-13960;Consumidor;Maharashtra;India;OFF-AP-10001824;Suprimentos;4;2249,16
DJ-13420;Corporativo;Tabasco;Mexico;OFF-AP-10002681;Suprimentos;7;2528,26
CD-11920;Consumidor;Rhône-Alpes;France;FUR-TA-10003268;Moveis;5;1461,135
BO-11425;Consumidor;México;Mexico;TEC-PH-10003457;Tecnologia;7;3045,84
LW-17215;Consumidor;New York;United States;FUR-CH-10002024;Moveis;6;3785,292
PJ-19015;Consumidor;California;United States;TEC-AC-10001838;Tecnologia;7;1399,93
KM-16720;Consumidor;National Capital;Philippines;FUR-BO-10002204;Moveis;8;2152,956
SV-20785;Consumidor;Ile-de-France;France;TEC-AC-10004571;Tecnologia;5;1244,1
BG-11695;Corporativo;Sinaloa;Mexico;FUR-CH-10004095;Moveis;9;2226,816
CS-12130;Consumidor;Victoria;Australia;FUR-BO-10001212;Moveis;4;1586,412
MC-17425;Corporativo;Alabama;United States;TEC-MA-10000010;Tecnologia;8;3040
BD-1635;Consumidor;Maysan;Iraq;OFF-KIT-10003683;Suprimentos;6;3425,4
RF-19345;Corporativo;Catalonia;Spain;OFF-AP-10004512;Suprimentos;2;1136,94
JE-16165;Corporativo;Jakarta;Indonesia;FUR-BO-10000980;Moveis;2;677,6352
MG-7680;Home Office;Razavi Khorasan;Iran;FUR-BUS-10004644;Moveis;2;731,34
KH-16690;Corporativo;Virginia;United States;TEC-PH-10000730;Tecnologia;7;3499,93
CC-12475;Consumidor;Gujarat;India;TEC-CO-10002040;Tecnologia;4;1272,72
LT-16765;Consumidor;Lazio;Italy;OFF-AP-10002321;Suprimentos;6;1856,34
FH-14365;Corporativo;Balearic Islands;Spain;TEC-PH-10000493;Tecnologia;4;2295
BF-10975;Corporativo;Rhône-Alpes;France;TEC-PH-10001396;Tecnologia;3;1622,1825
CJ-12010;Consumidor;Liaoning;China;TEC-PH-10000896;Tecnologia;7;1063,44
SH-9975;Corporativo;Gyor;Hungary;TEC-MEM-10002202;Tecnologia;14;3449,88
SL-20155;Home Office;Distrito Federal;Mexico;FUR-BO-10001356;Moveis;3;585,456
NC-8340;Consumidor;Montserrado;Liberia;TEC-SHA-10001231;Tecnologia;4;1429,44
JB-5400;Corporativo;Gauteng;South Africa;FUR-HON-10001960;Moveis;2;1057,8
VG-21805;Corporativo;Heilongjiang;China;FUR-BO-10000980;Moveis;3;1092,96
TB-21250;Consumidor;Santiago de Cuba;Cuba;FUR-TA-10002966;Moveis;5;1483
PS-18970;Home Office;Bogota;Colombia;OFF-AP-10002252;Suprimentos;5;1792,4
BB-11545;Corporativo;Bavaria;Germany;FUR-BO-10001943;Moveis;7;2455,677
SG-10470;Consumidor;Tbilisi;Georgia;TEC-BRO-10004802;Tecnologia;6;1900,44
SP-20920;Consumidor;Bangkok;Thailand;TEC-PH-10001751;Tecnologia;7;3712,59
NZ-18565;Home Office;Rajasthan;India;TEC-CO-10003102;Tecnologia;9;2372,22
Dp-13240;Home Office;Gansu;China;TEC-PH-10003713;Tecnologia;9;5725,35
GZ-14470;Consumidor;Emilia-Romagna;Italy;FUR-BO-10000967;Moveis;7;2553,18
AH-10075;Corporativo;Distrito Federal;Mexico;OFF-AP-10002317;Suprimentos;6;2003,52
CB-2025;Consumidor;Lublin;Poland;TEC-SHA-10000971;Tecnologia;4;1188,36
SC-20050;Home Office;Queensland;Australia;TEC-PH-10004664;Tecnologia;5;2875,095
AM-10705;Consumidor;Zürich;Switzerland;FUR-CH-10000546;Moveis;5;2380,5
SC-10230;Corporativo;Elbasan;Albania;TEC-STA-10002497;Tecnologia;10;1619,1
JS-15595;Corporativo;Sumatera Utara;Indonesia;OFF-AP-10004964;Suprimentos;6;2821,7178
BS-11380;Corporativo;Jawa Barat;Indonesia;TEC-CO-10001895;Tecnologia;9;2991,1032
TC-21295;Consumidor;Bangkok;Thailand;OFF-AP-10002573;Suprimentos;4;1798,6764
JL-5130;Consumidor;Voronezh;Russia;TEC-APP-10000308;Tecnologia;4;2544,84
Dp-13240;Home Office;Yamaguchi;Japan;FUR-CH-10002061;Moveis;2;951,72
NF-18385;Consumidor;Dhaka;Bangladesh;TEC-PH-10001670;Tecnologia;4;2575,92
AS-10090;Consumidor;England;United Kingdom;OFF-AP-10001623;Suprimentos;3;1699,83
EL-13735;Home Office;Victoria;Australia;FUR-BO-10001255;Moveis;8;2634,552
FH-14275;Corporativo;Sulawesi Tengah;Indonesia;FUR-BO-10002990;Moveis;11;3707,352
LT-16765;Consumidor;Manipur;India;FUR-TA-10004711;Moveis;5;4298,85
BN-11470;Corporativo;Liaoning;China;OFF-AP-10002793;Suprimentos;6;3417,48
BP-11230;Consumidor;Catalonia;Spain;OFF-AP-10000584;Suprimentos;4;2080,32
DM-13525;Corporativo;Bihar;India;TEC-PH-10000720;Tecnologia;5;840,6
OT-18730;Consumidor;Pennsylvania;United States;OFF-BI-10000545;Suprimentos;6;1369,764
SM-10320;Home Office;Mandoul;Chad;OFF-SME-10000538;Suprimentos;10;1288,8
PM-19135;Home Office;Victoria;Australia;FUR-BO-10002736;Moveis;5;660,69
TS-11430;Corporativo;Podgorica;Montenegro;OFF-CUI-10000682;Suprimentos;6;3234,24
TS-21340;Consumidor;São Paulo;Brazil;TEC-PH-10002672;Tecnologia;5;2171,3
AM-10705;Consumidor;Queensland;Australia;TEC-AC-10002244;Tecnologia;9;2074,734
LS-17245;Consumidor;Jalisco;Mexico;TEC-PH-10000018;Tecnologia;2;849,8
DR-12940;Home Office;New South Wales;Australia;FUR-BO-10004852;Moveis;3;1177,173
DW-3480;Home Office;Ontario;Canada;TEC-HEW-10003829;Tecnologia;6;2270,34
SF-20200;Consumidor;Washington;United States;FUR-TA-10003954;Moveis;9;2665,62
CM-11815;Corporativo;Punjab;Pakistan;TEC-PH-10000303;Tecnologia;9;2863,08
FG-14260;Home Office;Aquitaine;France;OFF-AP-10001593;Suprimentos;5;1253,07
KN-6705;Home Office;Hamadan;Iran;OFF-BRE-10001107;Suprimentos;6;3369,24
TB-11520;Consumidor;Khomas;Namibia;TEC-MEM-10002005;Tecnologia;6;1464,12
GM-14440;Consumidor;North Brabant;Netherlands;FUR-BO-10002708;Moveis;7;1273,125
CM-12655;Home Office;New York;United States;TEC-MA-10002428;Tecnologia;11;1704,89
JB-15400;Corporativo;Quezaltenango;Guatemala;TEC-CO-10003655;Tecnologia;5;1258,7774
JS-16030;Consumidor;Punjab;Pakistan;FUR-CH-10001271;Moveis;7;2584,008
AM-10705;Consumidor;National Capital;Philippines;TEC-CO-10000447;Tecnologia;6;1482,39
SF-20200;Consumidor;La Libertad;El Salvador;TEC-PH-10000018;Tecnologia;3;1274,7
AM-10705;Consumidor;Rhode Island;United States;FUR-CH-10002320;Moveis;5;1604,9
JF-15295;Consumidor;Guantánamo;Cuba;FUR-CH-10001332;Moveis;9;2818,08
KH-16510;Consumidor;Western Visayas;Philippines;FUR-CH-10002573;Moveis;3;1046,25
DL-13330;Consumidor;Maharashtra;India;TEC-PH-10001699;Tecnologia;5;3187,2
KN-16390;Corporativo;Western Australia;Australia;FUR-CH-10000660;Moveis;10;4099,68
SV-20935;Consumidor;Jiangsu;China;OFF-ST-10000704;Suprimentos;5;703,35
MD-17860;Corporativo;New South Wales;Australia;TEC-CO-10003354;Tecnologia;8;2293,488
LS-17200;Corporativo;Ile-de-France;France;TEC-MA-10002918;Tecnologia;9;1238,6115
JM-15865;Consumidor;Jalisco;Mexico;FUR-CH-10001588;Moveis;7;1715,056
AC-10450;Consumidor;Louisiana;United States;OFF-SU-10002881;Suprimentos;2;1665,62
CM-12445;Consumidor;New South Wales;Australia;FUR-CH-10000051;Moveis;6;2841,66
SS-20140;Corporativo;Lisboa;Portugal;OFF-AP-10001623;Suprimentos;12;3399,66
BW-11110;Corporativo;Uttar Pradesh;India;TEC-MA-10001752;Tecnologia;6;1607,76
JE-15610;Corporativo;Maharashtra;India;TEC-PH-10004006;Tecnologia;5;840,15
GH-14425;Consumidor;Liaoning;China;FUR-BO-10000035;Moveis;3;1236,33
JK-16090;Consumidor;Delhi;India;OFF-AP-10003275;Suprimentos;8;2488,56
SM-20320;Home Office;San Juan;Dominican Republic;OFF-AP-10003561;Suprimentos;7;1124,256
CJ-12010;Consumidor;New York;United States;TEC-MA-10000488;Tecnologia;5;3999,95
GR-14560;Corporativo;Distrito Federal;Mexico;FUR-TA-10004154;Moveis;3;726,72
TS-21370;Corporativo;Illinois;United States;TEC-CO-10001046;Tecnologia;5;2799,96
DH-3675;Home Office;Analamanga;Madagascar;TEC-STA-10003330;Tecnologia;6;1519,92
MM-8280;Corporativo;Bashkortostan;Russia;TEC-CAN-10000932;Tecnologia;4;1279,32
SW-20275;Consumidor;Jharkhand;India;FUR-CH-10000994;Moveis;5;723,3
PM-9135;Home Office;Tehran;Iran;TEC-MOT-10003348;Tecnologia;1;642,69
GH-14425;Consumidor;Victoria;Australia;FUR-BO-10003783;Moveis;8;2619
JM-15865;Consumidor;Baluchistan;Pakistan;OFF-AP-10001329;Suprimentos;6;1704,87
CM-12115;Consumidor;Veneto;Italy;TEC-CO-10004563;Tecnologia;7;1715,91
SC-20845;Consumidor;Liaoning;China;TEC-PH-10001751;Tecnologia;2;1278
GP-4740;Corporativo;Grand Casablanca;Morocco;OFF-HOO-10001783;Suprimentos;4;1234,56
AF-10870;Consumidor;East Flanders;Belgium;OFF-AP-10003558;Suprimentos;8;4195,2
TS-21505;Consumidor;Ile-de-France;France;FUR-BO-10000170;Moveis;5;1765,395
CR-12730;Consumidor;Cundinamarca;Colombia;FUR-TA-10002101;Moveis;3;1480,368
FH-14365;Corporativo;Puebla;Mexico;TEC-PH-10000419;Tecnologia;7;2968,98
BM-11575;Corporativo;Queensland;Australia;FUR-TA-10001494;Moveis;7;2301,138
AH-10030;Corporativo;Vienna;Austria;FUR-BO-10001165;Moveis;3;1100,52
AG-10495;Corporativo;Hunan;China;TEC-CO-10000562;Tecnologia;7;2518,95
BN-11470;Corporativo;England;United Kingdom;FUR-BO-10003697;Moveis;5;996,3
MW-18235;Corporativo;California;United States;TEC-MA-10000488;Tecnologia;3;1919,976
AG-675;Consumidor;Vienna;Austria;FUR-HON-10003871;Moveis;1;922,95
SW-20755;Corporativo;Ile-de-France;France;FUR-BO-10003103;Moveis;5;1850,445
CS-12460;Consumidor;Managua;Nicaragua;FUR-BO-10001946;Moveis;6;664,56
SK-19990;Consumidor;Ile-de-France;France;TEC-AC-10004849;Tecnologia;6;1547,1
MP-18175;Home Office;Ho Chí Minh City;Vietnam;OFF-AP-10003621;Suprimentos;5;2190,951
AG-10900;Consumidor;Distrito Federal;Mexico;OFF-AP-10001106;Suprimentos;9;3242,88
AJ-960;Consumidor;Grand Casablanca;Morocco;TEC-SAM-10004785;Tecnologia;4;2544,6
MC-7275;Consumidor;Volyn;Ukraine;TEC-CIS-10002344;Tecnologia;4;2605,56
JF-15295;Consumidor;Madrid;Spain;OFF-ST-10004267;Suprimentos;11;1271,457
ER-13855;Corporativo;North Carolina;United States;FUR-TA-10002533;Moveis;10;876,3
MM-7260;Consumidor;Jizan;Saudi Arabia;TEC-STA-10003386;Tecnologia;4;1207,56
EJ-13720;Consumidor;Singapore;Singapore;FUR-BO-10004043;Moveis;5;2051,1
MS-17365;Consumidor;San Salvador;El Salvador;TEC-PH-10001712;Tecnologia;6;2544,24
AJ-10780;Corporativo;Ohio;United States;FUR-TA-10003954;Moveis;8;1421,664
DH-13675;Home Office;England;United Kingdom;FUR-BO-10000259;Moveis;3;1314,45
NM-18445;Home Office;New York;United States;TEC-MA-10002927;Tecnologia;2;3991,98
HE-14800;Corporativo;São Paulo;Brazil;FUR-TA-10004801;Moveis;2;980,32
KT-16480;Consumidor;Pennsylvania;United States;TEC-CO-10001449;Tecnologia;5;1799,97
SB-20170;Consumidor;Anhui;China;FUR-BO-10004771;Moveis;6;2470,5
EM-14140;Home Office;Utah;United States;TEC-CO-10000971;Tecnologia;5;1499,95
VT-21700;Home Office;Wellington;New Zealand;FUR-BO-10001370;Moveis;2;877,02
JS-15880;Consumidor;Washington;United States;FUR-TA-10003748;Moveis;13;1618,37
BC-11125;Home Office;Northland;New Zealand;TEC-CO-10002122;Tecnologia;6;1917,36
NF-18595;Home Office;Yunnan;China;TEC-MA-10002468;Tecnologia;7;2173,5
FC-14245;Home Office;Missouri;United States;OFF-AP-10003057;Suprimentos;7;1927,59
RH-9600;Consumidor;British Columbia;Canada;OFF-BRE-10002706;Suprimentos;6;1799,1
RB-19330;Consumidor;Navarra;Spain;FUR-BO-10004388;Moveis;5;1814,25
CS-11950;Consumidor;Stockholm;Sweden;OFF-AP-10004201;Suprimentos;5;1293,675
BW-11110;Corporativo;Asturias;Spain;OFF-AP-10004511;Suprimentos;5;2477,55
CM-12235;Consumidor;Texas;United States;TEC-AC-10004145;Tecnologia;7;1399,944
LW-16825;Corporativo;Maharashtra;India;TEC-CO-10004961;Tecnologia;2;723,3
RD-19585;Consumidor;Valenciana;Spain;TEC-CO-10004089;Tecnologia;8;2097,12
JS-15880;Consumidor;Georgia;United States;OFF-ST-10003716;Suprimentos;6;1350,12
BT-11680;Consumidor;Yamaguchi;Japan;OFF-AP-10000675;Suprimentos;6;3242,88
SG-20470;Consumidor;New York;United States;FUR-TA-10000577;Moveis;5;1044,63
AC-10450;Consumidor;Minnesota;United States;OFF-BI-10001359;Suprimentos;2;1793,98
TB-21175;Corporativo;Campania;Italy;FUR-BO-10003559;Moveis;4;597,36
MD-7860;Corporativo;Poltava;Ukraine;OFF-HAM-10004896;Suprimentos;14;3955,14
JH-16180;Consumidor;Yogyakarta;Indonesia;FUR-BO-10004842;Moveis;6;796,824
CC-12145;Consumidor;Bavaria;Germany;TEC-AC-10003506;Tecnologia;9;2305,26
XP-21865;Consumidor;San Salvador;El Salvador;FUR-TA-10003926;Moveis;10;2833,76
TS-21370;Corporativo;Andhra Pradesh;India;OFF-AP-10003598;Suprimentos;4;2077,32
ML-17410;Consumidor;Camagüey;Cuba;FUR-BO-10002300;Moveis;7;1916,88
MY-18295;Corporativo;Matagalpa;Nicaragua;FUR-BO-10004472;Moveis;5;1212,5
TT-21070;Consumidor;Washington;United States;FUR-CH-10001215;Moveis;6;2404,704
